disease,food_name,combination
Ectropion,Sardines with Carrot & Sweet potato,"Sardines, Carrot, Sweet potato"
Ectropion,Salmon & Sardines Stew with Carrot,"Salmon, Sardines, Carrot"
Ectropion,Salmon & Sweet potato with Pumpkin seeds,"Salmon, Sweet potato, Pumpkin seeds"
Ectropion,Sardines & Carrot with Pumpkin seeds,"Sardines, Carrot, Pumpkin seeds"
Ectropion,Salmon with Sweet potato & Pumpkin,"Salmon, Sweet potato, Pumpkin"
Ectropion,Sardines with Carrot & Pumpkin,"Sardines, Carrot, Pumpkin"
Ectropion,Mackerel with Carrot & Sweet potato,"Mackerel, Carrot, Sweet potato"
Ectropion,Salmon & Sardines Stew with Sweet potato,"Salmon, Sardines, Sweet potato"
Ectropion,Salmon & Mackerel Stew with Carrot,"Salmon, Mackerel, Carrot"
Entropion,Salmon with Carrot & Sweet potato,"Salmon, Carrot, Sweet potato"
Entropion,Salmon & Carrot with Pumpkin seeds,"Salmon, Carrot, Pumpkin seeds"
Entropion,Sardines & Sweet potato with Pumpkin seeds,"Sardines, Sweet potato, Pumpkin seeds"
Entropion,Sardines & Pumpkin with Pumpkin seeds,"Sardines, Pumpkin, Pumpkin seeds"
Entropion,Mackerel & Pumpkin with Pumpkin seeds,"Mackerel, Pumpkin, Pumpkin seeds"
Entropion,Salmon with Carrot & Pumpkin,"Salmon, Carrot, Pumpkin"
Entropion,Sardines with Carrot & Sweet potato,"Sardines, Carrot, Sweet potato"
Entropion,Salmon & Sardines Stew with Carrot,"Salmon, Sardines, Carrot"
Entropion,Salmon & Sweet potato with Pumpkin seeds,"Salmon, Sweet potato, Pumpkin seeds"
Entropion,Sardines & Carrot with Pumpkin seeds,"Sardines, Carrot, Pumpkin seeds"
Entropion,Salmon with Sweet potato & Pumpkin,"Salmon, Sweet potato, Pumpkin"
Entropion,Sardines with Carrot & Pumpkin,"Sardines, Carrot, Pumpkin"
Entropion,Mackerel with Carrot & Sweet potato,"Mackerel, Carrot, Sweet potato"
Entropion,Salmon & Sardines Stew with Sweet potato,"Salmon, Sardines, Sweet potato"
Entropion,Salmon & Mackerel Stew with Carrot,"Salmon, Mackerel, Carrot"
"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Salmon with Carrot & Sweet potato,"Salmon, Carrot, Sweet potato"
"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Salmon & Carrot with Sunflower seeds,"Salmon, Carrot, Sunflower seeds"
"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Sardines & Sweet potato with Sunflower seeds,"Sardines, Sweet potato, Sunflower seeds"
"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Sardines & Pumpkin with Sunflower seeds,"Sardines, Pumpkin, Sunflower seeds"
"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Mackerel & Pumpkin with Sunflower seeds,"Mackerel, Pumpkin, Sunflower seeds"
"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Mackerel & Spinach with Sunflower seeds,"Mackerel, Spinach, Sunflower seeds"
"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Beef liver & Spinach with Sunflower seeds,"Beef liver, Spinach, Sunflower seeds"
"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Salmon with Carrot & Pumpkin,"Salmon, Carrot, Pumpkin"
"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Sardines with Carrot & Sweet potato,"Sardines, Carrot, Sweet potato"
"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Salmon & Sardines Stew with Carrot,"Salmon, Sardines, Carrot"
"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Salmon & Sweet potato with Sunflower seeds,"Salmon, Sweet potato, Sunflower seeds"
"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Sardines & Carrot with Sunflower seeds,"Sardines, Carrot, Sunflower seeds"
"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Salmon with Carrot & Spinach,"Salmon, Carrot, Spinach"
"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Salmon with Sweet potato & Pumpkin,"Salmon, Sweet potato, Pumpkin"
"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Sardines with Carrot & Pumpkin,"Sardines, Carrot, Pumpkin"
Deafness,Salmon & Spinach Brown Rice Bowl,"Salmon, Spinach, Brown rice"
Deafness,Salmon & Spinach Oat Porridge,"Salmon, Spinach, Oats"
Deafness,Sardines & Broccoli Brown Rice Bowl,"Sardines, Broccoli, Brown rice"
Deafness,Sardines & Broccoli Oat Porridge,"Sardines, Broccoli, Oats"
Deafness,Mackerel & Bell pepper Brown Rice Bowl,"Mackerel, Bell pepper, Brown rice"
Deafness,Mackerel & Bell pepper Oat Porridge,"Mackerel, Bell pepper, Oats"
Deafness,Herring & Kale Brown Rice Bowl,"Herring, Kale, Brown rice"
Deafness,Herring & Kale Oat Porridge,"Herring, Kale, Oats"
Deafness,Oysters & Sweet potato Brown Rice Bowl,"Oysters, Sweet potato, Brown rice"
Deafness,Oysters & Sweet potato Oat Porridge,"Oysters, Sweet potato, Oats"
Deafness,Beef & Asparagus Brown Rice Bowl,"Beef, Asparagus, Brown rice"
Deafness,Beef & Asparagus Oat Porridge,"Beef, Asparagus, Oats"
Deafness,Beef liver & Brown rice Bowl,"Beef liver, Brown rice"
Deafness,Beef liver & Oats Porridge,"Beef liver, Oats"
Deafness,Salmon & Broccoli Brown Rice Bowl,"Salmon, Broccoli, Brown rice"
Cleft lip/palate,Beef liver & Spinach Lentils Stew,"Beef liver, Spinach, Lentils"
Cleft lip/palate,Beef liver & Broccoli Lentils Stew,"Beef liver, Broccoli, Lentils"
Cleft lip/palate,Sardines & Spinach Lentils Stew,"Sardines, Spinach, Lentils"
Cleft lip/palate,Sardines & Broccoli Lentils Stew,"Sardines, Broccoli, Lentils"
Cleft lip/palate,Eggs & Asparagus Lentils Stew,"Eggs, Asparagus, Lentils"
Cleft lip/palate,Eggs & Carrot Lentils Stew,"Eggs, Carrot, Lentils"
Cleft lip/palate,Oysters & Asparagus Lentils Stew,"Oysters, Asparagus, Lentils"
Cleft lip/palate,Oysters & Carrot Lentils Stew,"Oysters, Carrot, Lentils"
Cleft lip/palate,Beef & Sweet potato Lentils Stew,"Beef, Sweet potato, Lentils"
Cleft lip/palate,Beef & Pumpkin Lentils Stew,"Beef, Pumpkin, Lentils"
Cleft lip/palate,Beef liver & Asparagus Lentils Stew,"Beef liver, Asparagus, Lentils"
Cleft lip/palate,Eggs & Spinach Lentils Stew,"Eggs, Spinach, Lentils"
Cleft lip/palate,Beef liver with Spinach & Broccoli,"Beef liver, Spinach, Broccoli"
Cleft lip/palate,Beef liver & Spinach with Pumpkin seeds,"Beef liver, Spinach, Pumpkin seeds"
Cleft lip/palate,Beef liver & Carrot Lentils Stew,"Beef liver, Carrot, Lentils"
"Cryptorchidism, retained testicle",Oysters with Spinach & Sweet potato,"Oysters, Spinach, Sweet potato"
"Cryptorchidism, retained testicle",Oysters & Spinach with Pumpkin seeds,"Oysters, Spinach, Pumpkin seeds"
"Cryptorchidism, retained testicle",Beef & Sweet potato with Pumpkin seeds,"Beef, Sweet potato, Pumpkin seeds"
"Cryptorchidism, retained testicle",Beef with Spinach & Sweet potato,"Beef, Spinach, Sweet potato"
"Cryptorchidism, retained testicle",Oysters & Beef Stew with Spinach,"Oysters, Beef, Spinach"
"Cryptorchidism, retained testicle",Oysters & Spinach with Sunflower seeds,"Oysters, Spinach, Sunflower seeds"
"Cryptorchidism, retained testicle",Oysters & Sweet potato with Pumpkin seeds,"Oysters, Sweet potato, Pumpkin seeds"
"Cryptorchidism, retained testicle",Beef & Spinach with Pumpkin seeds,"Beef, Spinach, Pumpkin seeds"
"Cryptorchidism, retained testicle",Tuna with Spinach & Sweet potato,"Tuna, Spinach, Sweet potato"
"Cryptorchidism, retained testicle",Oysters & Beef Stew with Sweet potato,"Oysters, Beef, Sweet potato"
"Cryptorchidism, retained testicle",Oysters & Tuna Stew with Spinach,"Oysters, Tuna, Spinach"
"Cryptorchidism, retained testicle",Oysters & Spinach with Brazil nuts,"Oysters, Spinach, Brazil nuts"
"Cryptorchidism, retained testicle",Oysters & Sweet potato with Sunflower seeds,"Oysters, Sweet potato, Sunflower seeds"
"Cryptorchidism, retained testicle",Beef & Spinach with Sunflower seeds,"Beef, Spinach, Sunflower seeds"
"Cryptorchidism, retained testicle",Tuna & Spinach with Pumpkin seeds,"Tuna, Spinach, Pumpkin seeds"
Disorders of sexual development - sexual reversal,Oysters & Carrot Chickpeas Stew,"Oysters, Carrot, Chickpeas"
Disorders of sexual development - sexual reversal,Oysters & Sweet potato Chickpeas Stew,"Oysters, Sweet potato, Chickpeas"
Disorders of sexual development - sexual reversal,Beef & Carrot Chickpeas Stew,"Beef, Carrot, Chickpeas"
Disorders of sexual development - sexual reversal,Beef & Sweet potato Chickpeas Stew,"Beef, Sweet potato, Chickpeas"
Disorders of sexual development - sexual reversal,Beef liver & Pumpkin Chickpeas Stew,"Beef liver, Pumpkin, Chickpeas"
Disorders of sexual development - sexual reversal,Chicken breast & Pumpkin Chickpeas Stew,"Chicken breast, Pumpkin, Chickpeas"
Disorders of sexual development - sexual reversal,Beef liver & Chickpeas Stew,"Beef liver, Chickpeas"
Disorders of sexual development - sexual reversal,Chicken breast & Chickpeas Stew,"Chicken breast, Chickpeas"
Disorders of sexual development - sexual reversal,Turkey & Chickpeas Stew,"Turkey, Chickpeas"
Disorders of sexual development - sexual reversal,Eggs & Chickpeas Stew,"Eggs, Chickpeas"
Disorders of sexual development - sexual reversal,Lean beef & Chickpeas Stew,"Lean beef, Chickpeas"
Disorders of sexual development - sexual reversal,Oysters & Pumpkin Chickpeas Stew,"Oysters, Pumpkin, Chickpeas"
Disorders of sexual development - sexual reversal,Beef liver & Carrot Chickpeas Stew,"Beef liver, Carrot, Chickpeas"
Disorders of sexual development - sexual reversal,Oysters with Carrot & Sweet potato,"Oysters, Carrot, Sweet potato"
Disorders of sexual development - sexual reversal,Oysters & Carrot with Pumpkin seeds,"Oysters, Carrot, Pumpkin seeds"
Patellar luxation,Chicken feet & Broccoli Bowl with Blueberries,"Chicken feet, Broccoli, Blueberries"
Patellar luxation,Chicken feet with Broccoli & Bell pepper,"Chicken feet, Broccoli, Bell pepper"
Patellar luxation,Green-lipped mussel & Bell pepper Bowl with Blueberries,"Green-lipped mussel, Bell pepper, Blueberries"
Patellar luxation,Green-lipped mussel & Kale Bowl with Blueberries,"Green-lipped mussel, Kale, Blueberries"
Patellar luxation,Bone broth & Kale Bowl with Blueberries,"Bone broth, Kale, Blueberries"
Patellar luxation,Bone broth & Sweet potato Bowl with Blueberries,"Bone broth, Sweet potato, Blueberries"
Patellar luxation,Beef trachea & Sweet potato Bowl with Blueberries,"Beef trachea, Sweet potato, Blueberries"
Patellar luxation,Beef trachea & Blueberries Bowl,"Beef trachea, Blueberries"
Patellar luxation,Chicken sternum cartilage & Blueberries Bowl,"Chicken sternum cartilage, Blueberries"
Patellar luxation,Shark cartilage & Blueberries Bowl,"Shark cartilage, Blueberries"
Patellar luxation,Salmon & Blueberries Bowl,"Salmon, Blueberries"
Patellar luxation,Sardines & Blueberries Bowl,"Sardines, Blueberries"
Patellar luxation,Mackerel & Blueberries Bowl,"Mackerel, Blueberries"
Patellar luxation,Herring & Blueberries Bowl,"Herring, Blueberries"
Patellar luxation,Bone meal & Blueberries Bowl,"Bone meal, Blueberries"
Cervical vertebral instability (Wobbler syndrome),Chicken feet & Spinach Brown Rice Bowl,"Chicken feet, Spinach, Brown rice"
Cervical vertebral instability (Wobbler syndrome),Chicken feet & Kale Brown Rice Bowl,"Chicken feet, Kale, Brown rice"
Cervical vertebral instability (Wobbler syndrome),Green-lipped mussel & Spinach Brown Rice Bowl,"Green-lipped mussel, Spinach, Brown rice"
Cervical vertebral instability (Wobbler syndrome),Green-lipped mussel & Kale Brown Rice Bowl,"Green-lipped mussel, Kale, Brown rice"
Cervical vertebral instability (Wobbler syndrome),Bone broth & Brown rice Bowl,"Bone broth, Brown rice"
Cervical vertebral instability (Wobbler syndrome),Beef trachea & Brown rice Bowl,"Beef trachea, Brown rice"
Cervical vertebral instability (Wobbler syndrome),Shark cartilage & Brown rice Bowl,"Shark cartilage, Brown rice"
Cervical vertebral instability (Wobbler syndrome),Pork cartilage & Brown rice Bowl,"Pork cartilage, Brown rice"
Cervical vertebral instability (Wobbler syndrome),Salmon & Brown rice Bowl,"Salmon, Brown rice"
Cervical vertebral instability (Wobbler syndrome),Sardines & Brown rice Bowl,"Sardines, Brown rice"
Cervical vertebral instability (Wobbler syndrome),Mackerel & Brown rice Bowl,"Mackerel, Brown rice"
Cervical vertebral instability (Wobbler syndrome),Beef liver & Brown rice Bowl,"Beef liver, Brown rice"
Cervical vertebral instability (Wobbler syndrome),Eggs & Brown rice Bowl,"Eggs, Brown rice"
Cervical vertebral instability (Wobbler syndrome),Bone meal & Brown rice Bowl,"Bone meal, Brown rice"
Cervical vertebral instability (Wobbler syndrome),Sardines with bones & Brown rice Bowl,"Sardines with bones, Brown rice"
Meningitis,Salmon with Spinach & Sweet potato,"Salmon, Spinach, Sweet potato"
Meningitis,Salmon & Spinach with Sunflower seeds,"Salmon, Spinach, Sunflower seeds"
Meningitis,Sardines & Sweet potato with Sunflower seeds,"Sardines, Sweet potato, Sunflower seeds"
Meningitis,Sardines & Broccoli with Sunflower seeds,"Sardines, Broccoli, Sunflower seeds"
Meningitis,Mackerel & Broccoli with Sunflower seeds,"Mackerel, Broccoli, Sunflower seeds"
Meningitis,Mackerel & Bell pepper with Sunflower seeds,"Mackerel, Bell pepper, Sunflower seeds"
Meningitis,Herring & Bell pepper with Sunflower seeds,"Herring, Bell pepper, Sunflower seeds"
Meningitis,Herring & Kale with Sunflower seeds,"Herring, Kale, Sunflower seeds"
Meningitis,Tuna & Kale with Sunflower seeds,"Tuna, Kale, Sunflower seeds"
Meningitis,Salmon with Spinach & Broccoli,"Salmon, Spinach, Broccoli"
Meningitis,Sardines with Spinach & Sweet potato,"Sardines, Spinach, Sweet potato"
Meningitis,Salmon & Sardines Stew with Spinach,"Salmon, Sardines, Spinach"
Meningitis,Salmon & Spinach with Brazil nuts,"Salmon, Spinach, Brazil nuts"
Meningitis,Salmon & Sweet potato with Sunflower seeds,"Salmon, Sweet potato, Sunflower seeds"
Meningitis,Sardines & Spinach with Sunflower seeds,"Sardines, Spinach, Sunflower seeds"
Renal cystadenocarcinoma and nodular dermatofibrosis,Salmon with Cabbage & Spinach,"Salmon, Cabbage, Spinach"
Renal cystadenocarcinoma and nodular dermatofibrosis,Salmon & Cabbage with Sunflower seeds,"Salmon, Cabbage, Sunflower seeds"
Renal cystadenocarcinoma and nodular dermatofibrosis,Sardines & Spinach with Sunflower seeds,"Sardines, Spinach, Sunflower seeds"
Renal cystadenocarcinoma and nodular dermatofibrosis,Sardines & Sweet potato with Sunflower seeds,"Sardines, Sweet potato, Sunflower seeds"
Renal cystadenocarcinoma and nodular dermatofibrosis,Mackerel & Sweet potato with Sunflower seeds,"Mackerel, Sweet potato, Sunflower seeds"
Renal cystadenocarcinoma and nodular dermatofibrosis,Salmon with Cabbage & Sweet potato,"Salmon, Cabbage, Sweet potato"
Renal cystadenocarcinoma and nodular dermatofibrosis,Sardines with Cabbage & Spinach,"Sardines, Cabbage, Spinach"
Renal cystadenocarcinoma and nodular dermatofibrosis,Salmon & Sardines Stew with Cabbage,"Salmon, Sardines, Cabbage"
Renal cystadenocarcinoma and nodular dermatofibrosis,Salmon & Spinach with Sunflower seeds,"Salmon, Spinach, Sunflower seeds"
Renal cystadenocarcinoma and nodular dermatofibrosis,Sardines & Cabbage with Sunflower seeds,"Sardines, Cabbage, Sunflower seeds"
Renal cystadenocarcinoma and nodular dermatofibrosis,Salmon with Spinach & Sweet potato,"Salmon, Spinach, Sweet potato"
Renal cystadenocarcinoma and nodular dermatofibrosis,Sardines with Cabbage & Sweet potato,"Sardines, Cabbage, Sweet potato"
Renal cystadenocarcinoma and nodular dermatofibrosis,Mackerel with Cabbage & Spinach,"Mackerel, Cabbage, Spinach"
Renal cystadenocarcinoma and nodular dermatofibrosis,Salmon & Sardines Stew with Spinach,"Salmon, Sardines, Spinach"
Renal cystadenocarcinoma and nodular dermatofibrosis,Salmon & Mackerel Stew with Cabbage,"Salmon, Mackerel, Cabbage"
Perianal fistula,Salmon & Spinach Chickpeas Stew,"Salmon, Spinach, Chickpeas"
Perianal fistula,Salmon & Sweet potato Chickpeas Stew,"Salmon, Sweet potato, Chickpeas"
Perianal fistula,Sardines & Spinach Chickpeas Stew,"Sardines, Spinach, Chickpeas"
Perianal fistula,Sardines & Sweet potato Chickpeas Stew,"Sardines, Sweet potato, Chickpeas"
Perianal fistula,Mackerel & Broccoli Chickpeas Stew,"Mackerel, Broccoli, Chickpeas"
Perianal fistula,Mackerel & Kale Chickpeas Stew,"Mackerel, Kale, Chickpeas"
Perianal fistula,Herring & Broccoli Chickpeas Stew,"Herring, Broccoli, Chickpeas"
Perianal fistula,Herring & Kale Chickpeas Stew,"Herring, Kale, Chickpeas"
Perianal fistula,Oysters & Chickpeas Stew,"Oysters, Chickpeas"
Perianal fistula,Beef & Chickpeas Stew,"Beef, Chickpeas"
Perianal fistula,Oysters & Blueberries Bowl,"Oysters, Blueberries"
Perianal fistula,Egg yolk & Chickpeas Stew,"Egg yolk, Chickpeas"
Perianal fistula,Beef & Blueberries Bowl,"Beef, Blueberries"
Perianal fistula,Beef liver & Chickpeas Stew,"Beef liver, Chickpeas"
Perianal fistula,Egg yolk & Blueberries Bowl,"Egg yolk, Blueberries"
Atrial septal defect (ASD),Beef heart & Chicken Stew,"Beef heart, Chicken"
Atrial septal defect (ASD),Beef heart & Turkey Stew,"Beef heart, Turkey"
Atrial septal defect (ASD),Beef heart & Sardines Stew,"Beef heart, Sardines"
Atrial septal defect (ASD),Beef heart & Salmon Stew,"Beef heart, Salmon"
Atrial septal defect (ASD),Beef heart & Mackerel Stew,"Beef heart, Mackerel"
Atrial septal defect (ASD),Chicken & Turkey Stew,"Chicken, Turkey"
Atrial septal defect (ASD),Chicken & Sardines Stew,"Chicken, Sardines"
Atrial septal defect (ASD),Chicken & Salmon Stew,"Chicken, Salmon"
Atrial septal defect (ASD),Turkey & Sardines Stew,"Turkey, Sardines"
Atrial septal defect (ASD),Turkey & Mackerel Stew,"Turkey, Mackerel"
Atrial septal defect (ASD),Beef liver & Sardines Stew,"Beef liver, Sardines"
Atrial septal defect (ASD),Beef liver & Salmon Stew,"Beef liver, Salmon"
Atrial septal defect (ASD),Beef liver & Mackerel Stew,"Beef liver, Mackerel"
Atrial septal defect (ASD),Sardines & Mackerel Stew,"Sardines, Mackerel"
Atrial septal defect (ASD),Beef heart & Beef liver Stew,"Beef heart, Beef liver"
Ventricular septal defect (VSD),Beef heart & Chicken Stew,"Beef heart, Chicken"
Ventricular septal defect (VSD),Beef heart & Turkey Stew,"Beef heart, Turkey"
Ventricular septal defect (VSD),Beef heart & Sardines Stew,"Beef heart, Sardines"
Ventricular septal defect (VSD),Beef heart & Salmon Stew,"Beef heart, Salmon"
Ventricular septal defect (VSD),Beef heart & Herring Stew,"Beef heart, Herring"
Ventricular septal defect (VSD),Chicken & Sardines Stew,"Chicken, Sardines"
Ventricular septal defect (VSD),Chicken & Salmon Stew,"Chicken, Salmon"
Ventricular septal defect (VSD),Turkey & Sardines Stew,"Turkey, Sardines"
Ventricular septal defect (VSD),Turkey & Herring Stew,"Turkey, Herring"
Ventricular septal defect (VSD),Beef liver & Sardines Stew,"Beef liver, Sardines"
Ventricular septal defect (VSD),Beef liver & Salmon Stew,"Beef liver, Salmon"
Ventricular septal defect (VSD),Beef liver & Herring Stew,"Beef liver, Herring"
Ventricular septal defect (VSD),Sardines & Herring Stew,"Sardines, Herring"
Ventricular septal defect (VSD),Beef heart & Beef liver Stew,"Beef heart, Beef liver"
Ventricular septal defect (VSD),Chicken & Turkey Stew,"Chicken, Turkey"
Pulmonic stenosis,Beef heart & Chicken Stew,"Beef heart, Chicken"
Pulmonic stenosis,Beef heart & Turkey Stew,"Beef heart, Turkey"
Pulmonic stenosis,Beef heart & Sardines Stew,"Beef heart, Sardines"
Pulmonic stenosis,Beef heart & Salmon Stew,"Beef heart, Salmon"
Pulmonic stenosis,Beef heart & Mackerel Stew,"Beef heart, Mackerel"
Pulmonic stenosis,Chicken & Sardines Stew,"Chicken, Sardines"
Pulmonic stenosis,Chicken & Beef Stew,"Chicken, Beef"
Pulmonic stenosis,Turkey & Lamb Stew,"Turkey, Lamb"
Pulmonic stenosis,Turkey & Mackerel Stew,"Turkey, Mackerel"
